modele,MAE,RMSE,R2
sans_meteo,205.64241070982553,290.4329530584521,0.9134941751186132
avec_meteo,208.74250973038818,294.48431926509505,0.9110639331438583
meteo_parfaite_jour_cible,159.93963167516836,218.52217124161595,0.9510283671972164
